msoa11_cd,msoa11_hclnm,subgroup_code,subgroup_name,all_ages,wk_05,wk_06,wk_07,wk_08,wk_09,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17,wk_18,wk_19,wk_20,wk_21,wk_22,wk_23,wk_24,wk_25,wk_26,wk_27,wk_28,wk_29,wk_30,wk_31,wk_32,wk_33,wk_34,wk_35,wk_36,wk_37,wk_38,wk_39,wk_40,wk_41,wk_42
E02005761,"Masham, Kirkby Malzeard & North Stainley",1a3,Agricultural Communities,5494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,4,NA
E02005762,Ripon North & West,5b2,Communal Retirement,6151,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,13,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,9
E02005763,"Dishthorpe, Baldersby & Markington",1b2,Rural White-Collar Workers,6419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,7,3,5,7
E02005764,Ripon South & East,5a3,Families in Terraces and Flats,10253,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,10,6,3,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,5,10,12,9
E02005765,Boroughbridge & Marton-cum-Grafton,1b1,Rural Life,6610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,7,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,5,14,11,18
E02005766,Pateley Bridge & Nidd Valley,1b2,Rural White-Collar Workers,6057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,8
E02005767,Knaresborough North,1b2,Rural White-Collar Workers,7078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,12,NA,3,17,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,4,8,18,25
E02005768,Killinghall & Hampsthwaite,6a2,Comfortable Suburbia,6960,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,11,14
E02005769,Knaresborough Central,5b3,Self-Sufficient Retirement,6937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,6,3,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,4
E02005770,Bilton,6b3,Semi-Detached Ageing,9029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,13,19,15
E02005771,Saltergate,5a1,White Professionals,7489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,6,7,5,7
E02005772,Knaresborough South & Follifoot,6a3,Detached Retirement Living,5839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,3,5,7,9
E02005773,Harrogate East,5a3,Families in Terraces and Flats,8980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,6,11,NA,NA,3,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,6,6,19,8
E02005774,Starbeck,5a3,Families in Terraces and Flats,9292,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,7,7,5,3,6,4,27,5,15,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,6,6,13,11
E02005775,Central Harrogate,2c1,Migrant Families,9775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,14,NA,NA,NA,6,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,11,19,24
E02005776,"Ouseburn, Hammerton & Tockwith",1b2,Rural White-Collar Workers,9724,NA,NA,NA,NA,NA,NA,NA,4,4,NA,5,NA,NA,NA,3,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13,8,16,22
E02005777,Hookstone,6b2,White Suburban Communities,8421,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,18,24,17
E02005778,"Menwith, Beckwithshaw & Denton Moor",1b2,Rural White-Collar Workers,5959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,11,11,3
E02005779,Stray,5b1,Delayed Retirement,7727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,23,15
E02005780,Harrogate West & Pannal,6a4,Ageing in Suburbia,10740,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,9,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,12,16,15,16
E02005781,"Spofforth, Burn Bridge & Huby",6a4,Ageing in Suburbia,5897,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,4,7,NA,NA,NA,10,14,16
E02005782,North Richmondshire,1b2,Rural White-Collar Workers,7628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,9,8
E02005783,Richmond Town,5b2,Communal Retirement,8378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,7,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,8,5,6
E02005784,Catterick & Brompton-on-Swale,1b1,Rural Life,6188,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5,5,6,4,NA,NA,10,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,8,4
E02005785,Catterick Garrison & Colburn,5a3,Families in Terraces and Flats,16956,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,8,29,37,29,15,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,6,6,20,33,25,25
E02005786,Upper Dales,1a3,Agricultural Communities,5967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
E02005787,"Leyburn, Middleham & Tunstall",1a3,Agricultural Communities,8613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,8,7
E02005788,Kirkbymoorside & Moors,1a3,Agricultural Communities,6560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,7,4
E02005789,Pickering & Thornton Dale,1b1,Rural Life,10716,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,12
E02005790,Helmsley & Ampleforth,1a3,Agricultural Communities,6894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,10
E02005791,Rillington & Sherburn,1b1,Rural Life,6972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,8,4,9
E02005794,"Sheriff Hutton, Slingsby & Swinton",1b2,Rural White-Collar Workers,9753,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,13
E02006870,Malton & Norton,8c2,Ageing Rural Industry Workers,14485,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,11,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,7,17,9,11
E02005795,Whitby West,7d3,Retired Communal City Dwellers,6955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,NA,5,8,7,3
E02005796,Esk Valley & Runswick Coast,1a3,Agricultural Communities,6585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,8,NA
E02005797,Whitby South & East,8c2,Ageing Rural Industry Workers,6188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,NA,3,5,4,13
E02005798,"Burniston, Sleights & Fylingdales",1c1,Rural Employment and Retirees,8298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,NA,4,6,5,9
E02005799,Newby & Scalby,6a4,Ageing in Suburbia,9193,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,8,8,14,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,6,8,7,19
E02005800,Scarborough Town & North Bay,7a2,Hampered Aspiration,7780,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,5,9,6
E02005801,Barrowcliff & Northstead,7c2,Constrained Young Families,5528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,10,NA
E02005802,Scarborough Central,5a3,Families in Terraces and Flats,7965,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,9,9,16,16,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,12,4
E02005803,Falsgrave,8c2,Ageing Rural Industry Workers,9190,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,12,17,32,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,14,11,9
E02005804,Ramshill & South Cliff,2c1,Migrant Families,8081,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,9,8,9,16,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,19,12,7
E02005805,Wheatcroft & Cayton,6b3,Semi-Detached Ageing,7398,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,10,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,3,7
E02005806,"Eastfield, Crossgates & Seamer",8d1,Young Hard-Pressed Families,7610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,9,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,3,8
E02005807,Ayton & Snainton,1b2,Rural White-Collar Workers,6386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,5
E02005808,Filey & Hummanby,1b3,Ageing Rural Flat Tenants,11600,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,10,8,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,11,9,12
E02005809,Tadcaster,6b4,Older Workers and Retirement,7559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,NA,17,7
E02005810,"Church Fenton, Appleton & Wistow",1b2,Rural White-Collar Workers,9478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,6,11,20,17
E02005811,Barlby & Riccall,6b2,White Suburban Communities,9631,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,11,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,12,12,13
E02005812,Sherburn in Elmet & South Milford,1b2,Rural White-Collar Workers,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,11,11,10,23,16
E02005813,Selby Town,7a1,Transitional Eastern European Neighbourhoods,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,5,9,13,3,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,10,8,4,12,13
E02005814,Selby West,6b3,Semi-Detached Ageing,6609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,8,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,3,3,14,9
E02005815,"Selby South, Brayton & Barlow",6a3,Detached Retirement Living,8471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,3,4,17,16
E02005816,"Carlton, Hemingbrough & Osgodby",1b1,Rural Life,8707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,7,8,11,13,27
E02005817,"Hambleton, Monk Fryston & Byram",1b1,Rural Life,7355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,NA,8,NA,18
E02005818,"Eggborough, Kellington & Smeaton",1b1,Rural Life,8655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8,10,12,24
E02005819,Stanton Hill & Skegby,6a3,Detached Retirement Living,6497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,5,9
E02005820,The Dales & South Skegby,6b2,White Suburban Communities,5523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,7,9
E02005821,Huthwaite,8a1,Industrious Transitions,7007,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,4,7,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,8
E02005822,Sutton Forest Side & New Cross,8a1,Industrious Transitions,10688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,14,5,14,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,4,14,13,14
E02005823,Sutton Central & Leamington,8c3,Renting Hard-Pressed Workers,7957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,5,4,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,6,6,8
E02005824,Sutton St Mary's & Ashfields,6b2,White Suburban Communities,10047,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,9,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,11,13
E02005825,East Kirkby,6b3,Semi-Detached Ageing,8046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,10,15,NA,NA,9,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,10,3,16
E02005826,Kirkby Central,8c1,Ageing Industrious Workers,6376,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,3,3,8
E02005827,Kirkby Larwood & Kingsway,6b3,Semi-Detached Ageing,9446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,5,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,5,12,11,22
E02005828,Annesley & Kirkby Woodhouse,6b3,Semi-Detached Ageing,7963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13
E02005829,Selston,1b1,Rural Life,6730,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,3,8,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,3,NA,6,4,7,9
E02005830,Jacksdale & Underwoood,6b2,White Suburban Communities,5974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,12,9
E02005831,Hucknall North & East,6b3,Semi-Detached Ageing,10400,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,18,7,4,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,13,27,37
E02005832,Hucknall Town,5a1,White Professionals,9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,8,7,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,5,19,24,43
E02005833,West Hucknall,6b2,White Suburban Communities,7728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,11,24,29
E02005834,Hucknall Westville,7c3,Outer City Hardship,8161,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,11,5,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,10,18,45
E02005835,"Harworth, Bircotes & Blyth",8a2,Industrious Hardship,10785,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,NA,4,NA,6,NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3,4,9,16,31
E02005836,"Clarborough, Beckingham & Misterton",1b1,Rural Life,9227,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,6,3,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,8,6,19
E02005837,"Ranskill, Everton & Gringley",1b1,Rural Life,7946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,13
E02005838,Carlton & Langold,8a2,Industrious Hardship,8257,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,NA,4,NA,NA,NA,4,NA,NA,9,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,5,5,19
E02005839,Retford North,6b3,Semi-Detached Ageing,6368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,5,7,14,NA,3,NA,6,NA,NA,NA,NA,6,4,4,NA,NA,NA,NA,NA,NA,3,NA,4,5
E02005840,Worksop North,8a1,Industrious Transitions,9295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,6,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,4,7,17,30
E02005842,Retford East,6a3,Detached Retirement Living,8723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,5,6,8
E02005843,"Worksop West, Shireoaks & Rhodesia",6a2,Comfortable Suburbia,6812,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,9,7,8,NA,NA,NA,NA,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,18
E02005844,Retford South,8c3,Renting Hard-Pressed Workers,8570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,12,NA,NA,3,NA,NA,NA,11,7,10
E02005846,Worksop Cheapside,8d3,Hard-Pressed European Settlers,7273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,9,NA,4,15,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,10
E02005847,Worksop Town & South,6b2,White Suburban Communities,7172,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,3,3,NA,NA,27,NA,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,7,8,14
E02005848,"Manton, Clumber & Elkesley",1b1,Rural Life,6420,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,8,14
E02005849,"Tuxford, Markham & Rampton",1b1,Rural Life,9394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,13
E02006903,Worksop Kilton,8a2,Industrious Hardship,11217,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,NA,3,NA,7,9,3,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,17,13,35
E02005850,Eastwood Hall & Brinsley,6b2,White Suburban Communities,7059,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,4,5,NA,13
E02005851,Eastwood Town,8c1,Ageing Industrious Workers,6281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,6,19
E02005852,Eastwood East,6b2,White Suburban Communities,8399,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,4,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,5,15,17
E02005853,Kimberley North & Watnall,6b2,White Suburban Communities,9236,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,4,10,5,21,26
E02005856,Bramcote,6a1,Indian Tech Achievers,7334,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,11,18,26
E02005857,Stapleford North,8a1,Industrious Transitions,6471,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,6,19,31
E02005858,Beeston North,4a2,Social Renting New Arrivals,8255,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,4,NA,13,91,80,36
E02005859,Stapleford South,5a3,Families in Terraces and Flats,9295,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,23,24
E02005860,Beeston Town,4c3,Inner City Ethnic Mix,9325,NA,NA,NA,NA,NA,NA,NA,3,3,3,9,4,6,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,4,43,53,29
E02005861,Beeston Rylands,4a2,Social Renting New Arrivals,5636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,17,16
E02005862,Chilwell West,7a3,Multi-Ethnic Hardship,8223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,4,4,16,22
E02005863,Attenborough & Chilwell East,6a3,Detached Retirement Living,7596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,12,10,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,3,7,6,18,30
